               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                1496,            0.016618,            0.013686,          0.00069487,             0.88371,             0.59154,             0.68113,             0.42654,             0.02877,            0.016768,            0.006263,           0.0050665,           0.0050665,           0.0050665
                1497,            0.016196,            0.013725,          0.00082689,             0.88349,             0.59154,             0.68104,             0.42661,            0.028771,            0.016776,           0.0062629,           0.0050632,           0.0050632,           0.0050632
                1498,            0.015563,            0.013289,          0.00067807,             0.88205,             0.59154,             0.68115,             0.42639,            0.028772,            0.016779,           0.0062669,           0.0050599,           0.0050599,           0.0050599
                1499,            0.015663,            0.012669,          0.00070501,             0.87625,             0.59336,             0.68131,             0.42618,            0.028775,            0.016782,           0.0062676,           0.0050566,           0.0050566,           0.0050566
                1500,            0.016274,            0.013655,          0.00068135,             0.87885,             0.59319,             0.68141,             0.42618,            0.028781,            0.016787,           0.0062693,           0.0050533,           0.0050533,           0.0050533
                1501,            0.016747,            0.014002,          0.00089183,             0.87785,             0.59336,             0.68112,             0.42642,            0.028783,            0.016791,           0.0062693,             0.00505,             0.00505,             0.00505
                1502,            0.015728,            0.013507,          0.00062938,              0.8784,             0.59353,             0.68143,             0.42674,            0.028785,            0.016791,           0.0062673,           0.0050467,           0.0050467,           0.0050467
                1503,            0.016479,             0.01333,          0.00055072,             0.87951,              0.5934,             0.68091,             0.42627,            0.028789,            0.016794,           0.0062651,           0.0050434,           0.0050434,           0.0050434
                1504,            0.016475,            0.013848,          0.00079377,             0.88052,             0.59348,             0.68047,             0.42657,            0.028792,            0.016796,           0.0062649,           0.0050401,           0.0050401,           0.0050401
                1505,            0.015377,            0.012728,           0.0007555,             0.88155,             0.59352,             0.68026,             0.42636,            0.028797,            0.016799,           0.0062708,           0.0050368,           0.0050368,           0.0050368
                1506,            0.016145,             0.01338,          0.00088373,             0.87857,             0.59355,             0.68047,             0.42617,            0.028802,            0.016803,           0.0062699,           0.0050335,           0.0050335,           0.0050335
                1507,            0.016155,            0.013384,           0.0011945,             0.87837,             0.59356,             0.68145,             0.42675,            0.028804,            0.016806,           0.0062735,           0.0050302,           0.0050302,           0.0050302
                1508,            0.016427,            0.012979,           0.0008559,             0.87672,             0.59334,              0.6813,             0.42707,            0.028806,            0.016807,           0.0062648,           0.0050269,           0.0050269,           0.0050269
                1509,            0.016268,            0.013707,          0.00084365,              0.8772,             0.59336,             0.68206,             0.42748,            0.028805,            0.016812,           0.0062621,           0.0050236,           0.0050236,           0.0050236
                1510,            0.016019,            0.013337,           0.0010131,             0.87844,             0.59336,             0.68257,             0.42719,             0.02881,            0.016814,           0.0062602,           0.0050203,           0.0050203,           0.0050203
                1511,            0.015888,            0.013299,          0.00063463,             0.87985,             0.59336,             0.68259,             0.42686,            0.028811,            0.016814,           0.0062627,            0.005017,            0.005017,            0.005017
                1512,            0.015734,            0.012107,            0.000935,             0.88043,             0.59336,             0.68192,             0.42671,            0.028811,            0.016816,           0.0062585,           0.0050137,           0.0050137,           0.0050137
                1513,            0.015746,            0.013475,          0.00088443,             0.88058,             0.59336,             0.68205,             0.42724,            0.028816,            0.016818,            0.006258,           0.0050104,           0.0050104,           0.0050104
                1514,             0.01608,            0.013189,          0.00081227,             0.88109,             0.59335,             0.68224,             0.42701,            0.028821,             0.01682,           0.0062552,           0.0050071,           0.0050071,           0.0050071
                1515,            0.016068,            0.012519,           0.0007502,              0.8823,             0.59336,              0.6822,             0.42684,            0.028824,            0.016821,           0.0062601,           0.0050038,           0.0050038,           0.0050038
                1516,            0.016563,            0.013404,          0.00076527,             0.88202,             0.59334,             0.68237,             0.42674,            0.028829,            0.016824,           0.0062601,           0.0050005,           0.0050005,           0.0050005
                1517,            0.016067,            0.013638,          0.00074108,             0.88089,             0.59333,             0.68212,             0.42718,            0.028831,            0.016824,            0.006257,           0.0049972,           0.0049972,           0.0049972
                1518,            0.016163,            0.013325,             0.00102,             0.87927,             0.59333,             0.68245,             0.42717,             0.02883,            0.016825,           0.0062559,           0.0049939,           0.0049939,           0.0049939
                1519,            0.015679,            0.013669,          0.00077521,             0.87802,             0.59333,             0.68265,             0.42684,            0.028835,            0.016826,           0.0062645,           0.0049906,           0.0049906,           0.0049906
                1520,            0.015722,            0.013119,          0.00071955,             0.87821,             0.59336,             0.68258,             0.42717,             0.02884,             0.01683,           0.0062744,           0.0049873,           0.0049873,           0.0049873
                1521,            0.015989,            0.012979,           0.0007344,             0.87784,             0.59336,              0.6824,             0.42674,             0.02884,             0.01683,           0.0062756,            0.004984,            0.004984,            0.004984
                1522,            0.015452,            0.012939,          0.00068198,             0.88226,             0.59212,             0.68323,             0.42673,            0.028838,            0.016832,           0.0062787,           0.0049807,           0.0049807,           0.0049807
                1523,            0.016027,            0.012829,          0.00072664,             0.88244,             0.59212,             0.68309,             0.42673,             0.02884,            0.016837,           0.0062823,           0.0049774,           0.0049774,           0.0049774
                1524,            0.016035,            0.012981,          0.00060344,             0.87822,             0.59336,             0.68329,             0.42692,            0.028842,            0.016839,           0.0062882,           0.0049741,           0.0049741,           0.0049741
                1525,            0.015856,            0.012657,          0.00072398,             0.87741,             0.59336,             0.68311,             0.42666,            0.028845,            0.016844,           0.0062922,           0.0049708,           0.0049708,           0.0049708
                1526,            0.015615,            0.012756,          0.00075863,             0.88629,              0.5902,             0.68308,             0.42675,            0.028849,            0.016849,           0.0062954,           0.0049675,           0.0049675,           0.0049675
                1527,            0.015795,            0.013135,          0.00082128,              0.8858,              0.5903,             0.68223,             0.42655,            0.028851,            0.016852,           0.0062989,           0.0049642,           0.0049642,           0.0049642
                1528,            0.016007,            0.013667,          0.00073131,             0.88478,             0.59026,             0.68255,             0.42648,            0.028857,            0.016856,           0.0063007,           0.0049609,           0.0049609,           0.0049609
                1529,            0.016578,            0.012754,          0.00068865,             0.88634,             0.58955,             0.68263,              0.4267,            0.028863,            0.016857,           0.0063009,           0.0049576,           0.0049576,           0.0049576
                1530,            0.016219,            0.013395,           0.0007819,             0.88496,             0.58981,             0.68344,             0.42635,            0.028865,            0.016859,           0.0063014,           0.0049543,           0.0049543,           0.0049543
                1531,            0.016366,            0.013665,           0.0012485,              0.8788,             0.59204,             0.68358,             0.42651,            0.028873,            0.016862,           0.0062992,            0.004951,            0.004951,            0.004951
                1532,            0.016264,            0.014057,          0.00081836,             0.88355,                0.59,             0.68285,             0.42633,            0.028874,            0.016861,           0.0062938,           0.0049477,           0.0049477,           0.0049477
                1533,            0.016565,            0.013127,          0.00096006,             0.87742,             0.59206,             0.68383,             0.42694,            0.028874,            0.016862,           0.0062891,           0.0049444,           0.0049444,           0.0049444
                1534,            0.016359,            0.013595,          0.00097589,             0.87758,             0.59225,             0.68432,             0.42739,            0.028875,             0.01686,           0.0062846,           0.0049411,           0.0049411,           0.0049411
                1535,            0.015582,             0.01275,          0.00065519,             0.87703,             0.59208,             0.68425,             0.42717,            0.028879,            0.016862,           0.0062801,           0.0049378,           0.0049378,           0.0049378
                1536,            0.015854,            0.013412,          0.00070234,              0.8775,             0.59242,             0.68408,              0.4268,            0.028885,            0.016864,           0.0062828,           0.0049345,           0.0049345,           0.0049345
                1537,            0.016198,            0.013368,          0.00072429,             0.87678,             0.59252,             0.68292,             0.42645,            0.028886,            0.016862,           0.0062902,           0.0049312,           0.0049312,           0.0049312
                1538,            0.015478,            0.013161,          0.00080801,             0.87678,             0.59255,             0.68288,              0.4267,            0.028885,            0.016861,            0.006295,           0.0049279,           0.0049279,           0.0049279
                1539,            0.015864,            0.012807,          0.00075603,             0.87679,             0.59252,             0.68282,             0.42662,            0.028884,             0.01686,           0.0062962,           0.0049246,           0.0049246,           0.0049246
                1540,            0.016302,            0.013374,          0.00088176,             0.87671,             0.59248,             0.68397,             0.42701,            0.028887,            0.016862,           0.0063015,           0.0049213,           0.0049213,           0.0049213
                1541,            0.016002,            0.013591,           0.0007537,             0.87561,             0.59248,             0.68401,             0.42648,            0.028888,            0.016865,            0.006307,            0.004918,            0.004918,            0.004918
                1542,            0.016074,            0.013106,          0.00072277,             0.87534,             0.59257,              0.6839,              0.4263,             0.02889,            0.016868,           0.0063175,           0.0049147,           0.0049147,           0.0049147
                1543,            0.015274,              0.0125,          0.00072027,             0.87545,             0.59313,             0.68473,             0.42632,            0.028893,            0.016868,           0.0063185,           0.0049114,           0.0049114,           0.0049114
                1544,            0.016718,            0.014124,          0.00097687,             0.87427,              0.5931,             0.68557,             0.42626,            0.028892,            0.016868,           0.0063213,           0.0049081,           0.0049081,           0.0049081
                1545,            0.015557,            0.012922,          0.00095618,             0.87411,             0.59308,             0.68584,             0.42684,             0.02889,            0.016872,           0.0063225,           0.0049048,           0.0049048,           0.0049048
                1546,            0.016572,            0.013412,          0.00082502,             0.87485,             0.59313,             0.68592,             0.42702,            0.028892,            0.016874,           0.0063276,           0.0049015,           0.0049015,           0.0049015
                1547,            0.015594,            0.013371,          0.00086579,             0.87408,             0.59314,             0.68518,             0.42646,            0.028893,            0.016878,           0.0063329,           0.0048982,           0.0048982,           0.0048982
                1548,            0.016356,            0.013541,          0.00056977,             0.87322,             0.59311,             0.68492,             0.42563,            0.028896,            0.016881,           0.0063433,           0.0048949,           0.0048949,           0.0048949
                1549,            0.015844,            0.012976,          0.00085276,             0.87318,             0.59321,             0.68489,             0.42565,            0.028897,            0.016884,           0.0063478,           0.0048916,           0.0048916,           0.0048916
                1550,            0.016591,            0.013282,           0.0010811,             0.87232,             0.59329,             0.68473,             0.42566,            0.028896,            0.016886,           0.0063524,           0.0048883,           0.0048883,           0.0048883
                1551,            0.015461,            0.012997,          0.00092554,             0.87233,             0.59331,             0.68501,             0.42573,            0.028895,            0.016888,           0.0063569,            0.004885,            0.004885,            0.004885
                1552,            0.016484,            0.013337,          0.00076181,             0.87219,             0.59332,             0.68464,              0.4255,             0.02889,            0.016889,           0.0063583,           0.0048817,           0.0048817,           0.0048817
                1553,            0.015611,            0.013335,          0.00072407,             0.87203,             0.59325,              0.6847,             0.42546,            0.028891,            0.016895,           0.0063581,           0.0048784,           0.0048784,           0.0048784
                1554,            0.016183,            0.012958,          0.00075687,             0.87161,             0.59336,             0.68489,             0.42545,            0.028895,            0.016897,           0.0063606,           0.0048751,           0.0048751,           0.0048751
                1555,            0.016647,            0.013956,          0.00096096,             0.86347,             0.59538,               0.685,              0.4257,            0.028896,            0.016899,           0.0063621,           0.0048718,           0.0048718,           0.0048718
                1556,            0.016499,            0.012874,          0.00087791,             0.86314,              0.5954,             0.68547,             0.42577,            0.028895,              0.0169,           0.0063603,           0.0048685,           0.0048685,           0.0048685
                1557,            0.016112,            0.013858,          0.00072261,             0.86275,             0.59541,             0.68526,             0.42573,            0.028896,            0.016902,           0.0063692,           0.0048652,           0.0048652,           0.0048652
                1558,            0.015951,            0.013931,          0.00072677,             0.86236,             0.59538,             0.68545,             0.42596,            0.028897,            0.016904,           0.0063703,           0.0048619,           0.0048619,           0.0048619
                1559,            0.015979,            0.012285,          0.00069647,             0.85873,             0.59637,             0.68582,               0.426,            0.028898,            0.016908,           0.0063718,           0.0048586,           0.0048586,           0.0048586
                1560,            0.016297,            0.013496,          0.00082518,             0.85885,             0.59639,             0.68593,             0.42594,            0.028892,            0.016908,           0.0063712,           0.0048553,           0.0048553,           0.0048553
                1561,            0.016288,            0.013581,          0.00088756,             0.85893,             0.59641,             0.68623,             0.42593,            0.028893,            0.016913,           0.0063739,            0.004852,            0.004852,            0.004852
                1562,            0.015892,             0.01342,          0.00076525,             0.85915,             0.59637,             0.68641,             0.42614,            0.028891,            0.016914,            0.006377,           0.0048487,           0.0048487,           0.0048487
                1563,            0.015291,            0.013033,          0.00073609,             0.85814,             0.59638,             0.68617,              0.4261,            0.028889,            0.016916,           0.0063835,           0.0048454,           0.0048454,           0.0048454
                1564,             0.01648,            0.013692,          0.00090263,             0.85911,              0.5961,             0.68602,              0.4259,            0.028889,            0.016917,           0.0063826,           0.0048421,           0.0048421,           0.0048421
                1565,             0.01572,            0.013176,          0.00071476,              0.8869,             0.58715,             0.68626,             0.42603,            0.028886,            0.016918,           0.0063814,           0.0048388,           0.0048388,           0.0048388
                1566,            0.016506,            0.013812,          0.00092508,               0.886,             0.58722,             0.68673,             0.42629,            0.028884,            0.016918,           0.0063787,           0.0048355,           0.0048355,           0.0048355
                1567,            0.015526,            0.012801,          0.00073741,              0.8857,             0.58712,             0.68708,             0.42638,            0.028882,            0.016919,           0.0063761,           0.0048322,           0.0048322,           0.0048322
                1568,            0.015996,            0.012597,          0.00087652,             0.88618,             0.58714,             0.68746,             0.42689,            0.028884,            0.016921,           0.0063749,           0.0048289,           0.0048289,           0.0048289
                1569,            0.015966,            0.013001,          0.00074817,             0.88613,             0.58728,             0.68814,             0.42709,            0.028883,            0.016923,            0.006374,           0.0048256,           0.0048256,           0.0048256
                1570,            0.015962,            0.012335,          0.00071005,             0.88704,             0.58716,             0.68812,             0.42773,            0.028879,            0.016922,           0.0063726,           0.0048223,           0.0048223,           0.0048223
                1571,            0.015646,            0.012908,          0.00073032,             0.88617,             0.58713,             0.68829,             0.42741,            0.028879,            0.016924,           0.0063735,            0.004819,            0.004819,            0.004819
                1572,            0.016623,            0.013554,          0.00066551,             0.88538,             0.58728,             0.68815,             0.42704,            0.028881,            0.016925,            0.006376,           0.0048157,           0.0048157,           0.0048157
                1573,            0.016021,            0.013365,          0.00083391,             0.86045,             0.59582,             0.68837,             0.42653,            0.028878,            0.016924,            0.006375,           0.0048124,           0.0048124,           0.0048124
                1574,            0.015297,             0.01348,          0.00068051,             0.86099,              0.5958,             0.68845,             0.42682,            0.028877,            0.016924,           0.0063781,           0.0048091,           0.0048091,           0.0048091
                1575,            0.015402,            0.012729,          0.00064918,              0.8591,             0.59582,              0.6884,             0.42761,            0.028877,            0.016925,           0.0063767,           0.0048058,           0.0048058,           0.0048058
                1576,             0.01591,            0.013251,          0.00086088,             0.85875,             0.59581,             0.68841,             0.42737,            0.028876,            0.016928,           0.0063786,           0.0048025,           0.0048025,           0.0048025
                1577,            0.015297,            0.012734,          0.00072358,             0.85872,             0.59582,             0.68846,             0.42699,            0.028876,            0.016929,           0.0063781,           0.0047992,           0.0047992,           0.0047992
                1578,            0.016379,            0.012781,          0.00092853,              0.8581,             0.59519,             0.68756,             0.42755,            0.028875,            0.016928,           0.0063785,           0.0047959,           0.0047959,           0.0047959
                1579,            0.016474,            0.013307,          0.00096978,             0.85817,             0.59522,             0.68767,              0.4277,            0.028876,            0.016929,           0.0063762,           0.0047926,           0.0047926,           0.0047926
                1580,             0.01688,            0.014155,          0.00088225,             0.85719,             0.59518,             0.68789,              0.4277,            0.028876,            0.016929,           0.0063784,           0.0047893,           0.0047893,           0.0047893
                1581,             0.01614,            0.013526,           0.0010074,             0.88124,             0.58695,             0.68741,             0.42743,            0.028876,             0.01693,           0.0063821,            0.004786,            0.004786,            0.004786
                1582,            0.016276,            0.013147,          0.00083833,              0.8819,             0.58712,             0.68782,             0.42747,            0.028875,            0.016929,           0.0063817,           0.0047827,           0.0047827,           0.0047827
                1583,            0.016596,            0.013409,          0.00090003,             0.88235,             0.58717,             0.68774,             0.42734,            0.028874,            0.016932,           0.0063824,           0.0047794,           0.0047794,           0.0047794
                1584,            0.016449,            0.013444,          0.00094244,             0.88351,             0.58716,             0.68726,             0.42759,            0.028877,             0.01693,           0.0063885,           0.0047761,           0.0047761,           0.0047761
                1585,            0.015676,            0.012991,           0.0008015,             0.85048,             0.59736,             0.68728,             0.42782,            0.028876,            0.016929,           0.0063957,           0.0047728,           0.0047728,           0.0047728
                1586,            0.015858,             0.01315,          0.00078179,             0.85119,             0.59724,             0.68754,             0.42738,            0.028876,            0.016926,            0.006399,           0.0047695,           0.0047695,           0.0047695
                1587,            0.016019,            0.013354,          0.00078755,             0.88241,             0.58725,              0.6876,             0.42676,            0.028877,            0.016929,            0.006398,           0.0047662,           0.0047662,           0.0047662
                1588,            0.016592,            0.013454,          0.00085636,             0.88295,             0.58734,             0.68758,              0.4275,            0.028877,            0.016932,           0.0064022,           0.0047629,           0.0047629,           0.0047629
                1589,            0.015703,            0.013329,          0.00093255,             0.88374,             0.58732,             0.68732,               0.427,            0.028876,             0.01693,           0.0064018,           0.0047596,           0.0047596,           0.0047596
                1590,            0.015846,            0.013395,          0.00074523,             0.88505,             0.58709,             0.68744,             0.42688,            0.028874,            0.016931,           0.0064006,           0.0047563,           0.0047563,           0.0047563
                1591,            0.015253,            0.013483,          0.00079997,             0.88516,             0.58703,             0.68729,             0.42676,            0.028875,             0.01693,           0.0064037,            0.004753,            0.004753,            0.004753
                1592,            0.015488,            0.012381,          0.00077464,             0.88716,             0.58699,             0.68715,             0.42649,            0.028874,            0.016934,           0.0064082,           0.0047497,           0.0047497,           0.0047497
                1593,            0.015738,            0.013624,           0.0010244,             0.88805,             0.58695,             0.68713,             0.42638,            0.028876,            0.016937,           0.0064102,           0.0047464,           0.0047464,           0.0047464
                1594,            0.016426,            0.013566,          0.00082743,             0.88841,             0.58694,             0.68628,             0.42612,            0.028878,            0.016939,           0.0064166,           0.0047431,           0.0047431,           0.0047431
                1595,            0.015343,            0.013216,           0.0010167,             0.88773,               0.587,             0.68617,             0.42624,            0.028877,             0.01694,           0.0064167,           0.0047398,           0.0047398,           0.0047398
                1596,            0.015406,            0.012813,           0.0007606,             0.88623,               0.587,             0.68639,             0.42633,            0.028876,            0.016941,           0.0064148,           0.0047365,           0.0047365,           0.0047365
                1597,            0.016043,            0.012993,           0.0009741,             0.88654,             0.58707,             0.68651,              0.4264,            0.028879,            0.016941,           0.0064213,           0.0047332,           0.0047332,           0.0047332
                1598,            0.015597,             0.01387,          0.00079659,             0.88487,             0.58722,             0.68649,             0.42642,            0.028877,            0.016941,           0.0064248,           0.0047299,           0.0047299,           0.0047299
                1599,            0.015312,            0.012885,          0.00071425,             0.88542,             0.58728,             0.68651,             0.42665,            0.028877,            0.016942,            0.006425,           0.0047266,           0.0047266,           0.0047266
                1600,            0.015917,            0.013821,          0.00069699,             0.88529,             0.58741,             0.68639,             0.42683,            0.028879,            0.016944,           0.0064249,           0.0047233,           0.0047233,           0.0047233
                1601,            0.015859,            0.013189,          0.00085464,             0.88413,             0.58755,             0.68633,             0.42668,            0.028878,            0.016944,           0.0064273,             0.00472,             0.00472,             0.00472
                1602,            0.016083,            0.013517,           0.0010118,             0.88569,              0.5876,             0.68558,             0.42649,            0.028881,            0.016946,           0.0064319,           0.0047167,           0.0047167,           0.0047167
                1603,            0.015771,            0.013057,          0.00078125,             0.88701,             0.58758,             0.68586,             0.42637,            0.028884,             0.01695,           0.0064409,           0.0047134,           0.0047134,           0.0047134
                1604,            0.016101,            0.012638,          0.00086371,             0.88679,             0.58766,             0.68522,             0.42638,            0.028885,            0.016954,           0.0064514,           0.0047101,           0.0047101,           0.0047101
                1605,            0.015914,            0.012847,          0.00082214,             0.88584,             0.58764,             0.68523,              0.4273,            0.028887,            0.016956,           0.0064566,           0.0047068,           0.0047068,           0.0047068
                1606,            0.015448,              0.0127,          0.00067299,             0.88418,             0.58772,             0.68514,             0.42699,            0.028887,            0.016959,           0.0064611,           0.0047035,           0.0047035,           0.0047035
                1607,            0.015418,            0.012845,          0.00073296,             0.89104,             0.58526,             0.68576,             0.42742,            0.028886,             0.01696,           0.0064643,           0.0047002,           0.0047002,           0.0047002
                1608,            0.015826,            0.012442,          0.00083277,             0.88862,              0.5854,             0.68477,              0.4273,            0.028886,            0.016962,           0.0064686,           0.0046969,           0.0046969,           0.0046969
                1609,            0.016065,            0.013648,          0.00075688,             0.88934,             0.58546,              0.6848,             0.42708,            0.028887,            0.016965,           0.0064736,           0.0046936,           0.0046936,           0.0046936
                1610,            0.016237,            0.013323,          0.00080157,             0.88873,             0.58539,             0.68566,             0.42743,            0.028886,            0.016965,           0.0064788,           0.0046903,           0.0046903,           0.0046903
                1611,            0.015805,            0.013567,          0.00077878,             0.88903,             0.58539,             0.68567,              0.4275,            0.028889,            0.016967,           0.0064865,            0.004687,            0.004687,            0.004687
                1612,            0.016284,             0.01334,          0.00089759,             0.88811,              0.5854,             0.68558,             0.42725,            0.028892,             0.01697,           0.0064861,           0.0046837,           0.0046837,           0.0046837
                1613,            0.015499,            0.012765,          0.00069736,             0.89718,             0.58281,             0.68528,              0.4271,            0.028893,            0.016971,           0.0064865,           0.0046804,           0.0046804,           0.0046804
                1614,            0.016137,            0.013076,           0.0005926,             0.89958,             0.58298,             0.68494,             0.42722,            0.028895,            0.016972,           0.0064874,           0.0046771,           0.0046771,           0.0046771
                1615,            0.015761,            0.013304,          0.00074181,             0.90004,             0.58298,             0.68499,             0.42737,            0.028897,            0.016973,           0.0064864,           0.0046738,           0.0046738,           0.0046738
                1616,            0.015612,            0.013158,          0.00066529,             0.90036,             0.58302,             0.68488,             0.42673,            0.028903,            0.016975,           0.0064859,           0.0046705,           0.0046705,           0.0046705
                1617,            0.016201,            0.013749,          0.00081385,             0.90013,             0.58302,             0.68526,             0.42638,            0.028904,            0.016976,           0.0064838,           0.0046672,           0.0046672,           0.0046672
                1618,             0.01552,            0.012734,          0.00076994,             0.89914,             0.58302,             0.68541,             0.42704,            0.028908,            0.016977,           0.0064837,           0.0046639,           0.0046639,           0.0046639
                1619,            0.016041,              0.0127,           0.0011283,             0.89432,             0.58539,             0.68573,             0.42719,             0.02891,            0.016977,           0.0064854,           0.0046606,           0.0046606,           0.0046606
                1620,            0.015625,            0.012877,          0.00074907,             0.89794,             0.58433,             0.68636,             0.42767,            0.028915,            0.016981,           0.0064885,           0.0046573,           0.0046573,           0.0046573
                1621,            0.015234,            0.012809,          0.00068313,             0.89466,             0.58546,             0.68707,             0.42753,            0.028917,            0.016982,           0.0064922,            0.004654,            0.004654,            0.004654
                1622,            0.015576,            0.013408,          0.00063193,             0.89715,             0.58424,             0.68713,             0.42761,            0.028918,            0.016984,           0.0064938,           0.0046507,           0.0046507,           0.0046507
                1623,            0.015264,            0.012797,          0.00070106,              0.8979,             0.58358,             0.68697,             0.42792,             0.02892,            0.016987,           0.0064928,           0.0046474,           0.0046474,           0.0046474
                1624,             0.01642,            0.013663,          0.00075039,             0.89893,             0.58344,             0.68744,             0.42786,            0.028922,             0.01699,           0.0064893,           0.0046441,           0.0046441,           0.0046441
                1625,            0.015408,            0.012787,          0.00066669,             0.89883,             0.58342,             0.68759,             0.42797,            0.028924,            0.016991,           0.0064881,           0.0046408,           0.0046408,           0.0046408
                1626,            0.016185,            0.012593,          0.00070849,             0.89762,             0.58363,             0.68775,             0.42818,            0.028925,            0.016991,           0.0064896,           0.0046375,           0.0046375,           0.0046375
                1627,            0.015728,            0.013591,          0.00071232,             0.89703,             0.58363,             0.68808,             0.42816,            0.028928,            0.016993,           0.0064894,           0.0046342,           0.0046342,           0.0046342
                1628,            0.015281,            0.012634,          0.00073694,             0.89617,             0.58363,               0.688,             0.42806,            0.028929,            0.016993,           0.0064877,           0.0046309,           0.0046309,           0.0046309
                1629,            0.015975,            0.012436,          0.00077447,             0.89504,             0.58363,             0.68802,             0.42779,            0.028931,            0.016994,           0.0064869,           0.0046276,           0.0046276,           0.0046276
                1630,            0.015597,            0.013113,          0.00079667,               0.895,             0.58349,             0.68798,             0.42783,            0.028932,            0.016995,           0.0064916,           0.0046243,           0.0046243,           0.0046243
                1631,            0.015481,            0.013298,          0.00095152,             0.88999,             0.58546,             0.68758,             0.42758,            0.028932,            0.016997,           0.0064962,            0.004621,            0.004621,            0.004621
                1632,            0.015467,             0.01311,          0.00080317,             0.88967,             0.58537,             0.68844,             0.42762,            0.028933,            0.016997,            0.006495,           0.0046177,           0.0046177,           0.0046177
                1633,            0.015869,            0.012638,          0.00077112,             0.88951,             0.58537,             0.68852,             0.42821,            0.028936,            0.017001,           0.0064945,           0.0046144,           0.0046144,           0.0046144
                1634,            0.015584,            0.013181,           0.0007377,             0.89225,             0.58363,             0.68871,             0.42838,            0.028937,            0.017003,           0.0064955,           0.0046111,           0.0046111,           0.0046111
                1635,            0.015775,            0.012543,          0.00083419,             0.89286,             0.58347,             0.68886,             0.42818,             0.02894,            0.017004,              0.0065,           0.0046078,           0.0046078,           0.0046078
                1636,            0.016508,            0.013171,          0.00071813,              0.8929,             0.58363,             0.68869,             0.42797,            0.028942,            0.017004,           0.0065037,           0.0046045,           0.0046045,           0.0046045
                1637,            0.014997,             0.01272,          0.00065773,             0.89293,             0.58363,             0.68875,             0.42783,            0.028943,            0.017005,           0.0065063,           0.0046012,           0.0046012,           0.0046012
                1638,            0.015616,            0.012807,          0.00073836,             0.89272,             0.58363,             0.68908,             0.42781,            0.028947,            0.017007,           0.0065084,           0.0045979,           0.0045979,           0.0045979
                1639,            0.015327,            0.012952,           0.0008857,             0.89168,             0.58363,             0.68899,             0.42783,            0.028952,            0.017008,            0.006511,           0.0045946,           0.0045946,           0.0045946
                1640,            0.015841,            0.013612,          0.00094159,              0.8912,             0.58363,             0.68906,              0.4278,            0.028954,            0.017009,           0.0065126,           0.0045913,           0.0045913,           0.0045913
                1641,            0.015218,            0.012797,          0.00074741,             0.89058,             0.58352,              0.6892,             0.42867,            0.028956,             0.01701,           0.0065135,            0.004588,            0.004588,            0.004588
                1642,            0.015791,            0.013466,          0.00071415,             0.88734,             0.58363,              0.6891,             0.42855,            0.028957,            0.017009,           0.0065133,           0.0045847,           0.0045847,           0.0045847
                1643,            0.014776,            0.012457,          0.00062441,             0.89495,             0.58109,             0.68922,             0.42864,            0.028959,            0.017011,           0.0065114,           0.0045814,           0.0045814,           0.0045814
                1644,             0.01528,            0.012379,          0.00065009,             0.89515,             0.58097,              0.6889,             0.42839,             0.02896,            0.017011,            0.006513,           0.0045781,           0.0045781,           0.0045781
                1645,            0.015695,            0.013695,          0.00069245,             0.89421,             0.58101,              0.6889,             0.42865,            0.028962,            0.017013,           0.0065156,           0.0045748,           0.0045748,           0.0045748
                1646,            0.015896,            0.012371,          0.00081899,             0.89417,             0.58097,             0.68942,             0.42864,            0.028963,            0.017012,           0.0065162,           0.0045715,           0.0045715,           0.0045715
                1647,            0.015863,            0.013331,           0.0006258,             0.89347,             0.58102,             0.68935,             0.42856,            0.028964,            0.017015,           0.0065134,           0.0045682,           0.0045682,           0.0045682
                1648,            0.015597,            0.013266,          0.00069389,             0.96408,             0.56708,             0.69291,             0.43165,            0.028967,            0.017016,           0.0065112,           0.0045649,           0.0045649,           0.0045649
                1649,            0.015836,            0.013372,           0.0008066,             0.89334,              0.5811,             0.69316,             0.43173,            0.028969,            0.017022,           0.0065098,           0.0045616,           0.0045616,           0.0045616
