               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 293,            0.027754,            0.019755,           0.0024042,              0.8669,             0.57491,             0.69612,             0.42724,            0.030163,            0.015331,           0.0064606,           0.0090364,           0.0090364,           0.0090364
                 294,            0.026782,            0.019994,           0.0023647,             0.78106,             0.58366,              0.6549,             0.40319,            0.030166,            0.015267,           0.0058308,           0.0090331,           0.0090331,           0.0090331
                 295,            0.026641,            0.020823,           0.0020628,             0.73967,             0.63914,             0.65919,             0.40707,            0.029889,            0.015087,           0.0065709,           0.0090298,           0.0090298,           0.0090298
                 296,            0.028285,            0.021018,           0.0022437,             0.77967,             0.58108,             0.66724,             0.41948,            0.029924,            0.014967,           0.0061192,           0.0090265,           0.0090265,           0.0090265
                 297,            0.025898,            0.019311,           0.0021714,             0.80671,             0.57034,             0.66395,             0.41649,            0.029969,            0.015172,           0.0063063,           0.0090232,           0.0090232,           0.0090232
                 298,            0.027047,            0.020047,           0.0021357,             0.81839,             0.59878,             0.67806,              0.4181,             0.03064,            0.015342,           0.0056788,           0.0090199,           0.0090199,           0.0090199
                 299,             0.02646,            0.018812,           0.0020911,             0.79742,             0.60671,             0.67914,             0.41154,            0.030537,            0.015248,           0.0062206,           0.0090166,           0.0090166,           0.0090166
                 300,            0.026402,            0.020847,           0.0026074,             0.87038,             0.58145,             0.67242,             0.40545,            0.029769,            0.015363,           0.0055666,           0.0090133,           0.0090133,           0.0090133
                 301,            0.025961,             0.01867,           0.0022309,             0.83759,             0.58675,             0.70262,             0.44021,            0.029941,            0.015439,           0.0053614,             0.00901,             0.00901,             0.00901
                 302,            0.027256,            0.019975,           0.0023625,             0.86224,             0.58182,             0.68331,             0.42242,             0.03011,            0.015453,           0.0056691,           0.0090067,           0.0090067,           0.0090067
                 303,            0.026831,            0.019527,           0.0022801,             0.74206,             0.69632,             0.73085,             0.45393,             0.02982,            0.015222,           0.0052454,           0.0090034,           0.0090034,           0.0090034
                 304,            0.026028,            0.019495,           0.0020098,             0.83933,              0.6104,             0.70725,             0.43423,            0.030123,            0.015115,           0.0055356,           0.0090001,           0.0090001,           0.0090001
                 305,            0.025915,            0.019921,           0.0021262,             0.85525,             0.62895,             0.71318,             0.44846,            0.029954,            0.015152,           0.0054787,           0.0089968,           0.0089968,           0.0089968
                 306,            0.027082,            0.019769,           0.0021243,             0.73423,             0.68099,             0.65895,              0.4187,            0.029731,            0.015177,           0.0065993,           0.0089935,           0.0089935,           0.0089935
                 307,            0.024984,            0.019673,           0.0020798,             0.78155,             0.62476,             0.67819,             0.42836,            0.029738,            0.015282,            0.005853,           0.0089902,           0.0089902,           0.0089902
                 308,            0.026473,            0.019025,           0.0021057,             0.78343,             0.66111,             0.71819,             0.44483,            0.030158,            0.015417,           0.0049479,           0.0089869,           0.0089869,           0.0089869
                 309,            0.026065,            0.019963,           0.0020822,             0.70408,             0.68745,             0.70087,             0.44048,            0.030215,            0.015317,           0.0055391,           0.0089836,           0.0089836,           0.0089836
                 310,            0.027546,            0.019901,           0.0024339,             0.71796,             0.60929,             0.67193,             0.42415,            0.030144,            0.015075,           0.0053021,           0.0089803,           0.0089803,           0.0089803
                 311,            0.026421,            0.018896,           0.0020625,              0.7245,             0.63261,             0.67956,             0.41742,             0.03021,            0.015246,           0.0051956,            0.008977,            0.008977,            0.008977
                 312,            0.026706,            0.020253,           0.0023796,             0.90497,             0.57152,             0.69305,             0.42368,            0.030158,            0.015304,           0.0053769,           0.0089737,           0.0089737,           0.0089737
                 313,            0.025847,            0.019462,             0.00225,             0.79039,              0.6113,             0.66408,             0.42046,            0.029594,            0.014986,           0.0059513,           0.0089704,           0.0089704,           0.0089704
                 314,            0.025998,            0.019222,           0.0024292,             0.80911,             0.64823,             0.68806,             0.44518,            0.029815,            0.014971,           0.0059522,           0.0089671,           0.0089671,           0.0089671
                 315,            0.025769,              0.0199,           0.0022116,              0.8059,             0.63312,             0.69357,             0.43998,            0.030112,             0.01505,           0.0057371,           0.0089638,           0.0089638,           0.0089638
                 316,            0.025565,            0.019347,           0.0023315,             0.71467,             0.64055,             0.66938,             0.42914,            0.029872,            0.015006,           0.0058608,           0.0089605,           0.0089605,           0.0089605
                 317,            0.025783,            0.019391,           0.0022215,             0.79628,             0.63022,             0.68898,             0.43501,            0.029543,            0.015155,           0.0055747,           0.0089572,           0.0089572,           0.0089572
                 318,            0.027991,            0.020278,           0.0023408,             0.70952,             0.65931,             0.68567,             0.42765,            0.030036,            0.015254,           0.0059741,           0.0089539,           0.0089539,           0.0089539
                 319,            0.026556,            0.019678,           0.0020006,             0.78606,             0.66062,             0.72932,             0.45371,             0.03008,            0.015203,           0.0057351,           0.0089506,           0.0089506,           0.0089506
                 320,            0.026786,            0.019833,           0.0022097,             0.80381,             0.67318,             0.70833,             0.45303,             0.02987,            0.015441,           0.0058434,           0.0089473,           0.0089473,           0.0089473
                 321,             0.02522,             0.01922,           0.0023604,             0.82446,             0.64055,             0.70524,             0.45054,            0.029415,            0.015261,            0.005413,            0.008944,            0.008944,            0.008944
                 322,            0.026418,            0.020023,           0.0026072,             0.86505,             0.63791,             0.71623,             0.44747,            0.029705,            0.015258,           0.0050021,           0.0089407,           0.0089407,           0.0089407
                 323,            0.026173,            0.019661,           0.0020327,              0.8649,             0.60246,             0.67119,              0.4217,            0.029898,            0.015116,           0.0053079,           0.0089374,           0.0089374,           0.0089374
                 324,            0.027437,            0.019375,           0.0023821,             0.82954,             0.59407,              0.6722,             0.41954,            0.030199,            0.014994,           0.0054065,           0.0089341,           0.0089341,           0.0089341
                 325,             0.02642,            0.020077,           0.0020738,             0.74195,             0.61733,             0.66037,             0.40513,            0.029478,            0.015142,           0.0059522,           0.0089308,           0.0089308,           0.0089308
                 326,            0.026382,            0.019726,           0.0021268,             0.73748,             0.67674,             0.70262,             0.44052,            0.029359,            0.014823,           0.0054427,           0.0089275,           0.0089275,           0.0089275
                 327,            0.026493,            0.020553,           0.0019133,             0.73556,             0.62406,              0.6662,             0.42076,            0.029693,            0.015328,           0.0063506,           0.0089242,           0.0089242,           0.0089242
                 328,            0.025892,            0.019503,           0.0022457,             0.79133,             0.63559,             0.68377,             0.42619,            0.029835,            0.015191,           0.0057401,           0.0089209,           0.0089209,           0.0089209
                 329,            0.025909,             0.01943,           0.0022495,             0.82764,             0.60547,             0.71499,             0.44044,             0.02988,            0.015253,           0.0052196,           0.0089176,           0.0089176,           0.0089176
                 330,            0.025997,            0.019165,            0.002204,              0.9396,             0.57492,             0.70192,             0.43754,            0.030225,            0.015321,           0.0052894,           0.0089143,           0.0089143,           0.0089143
                 331,            0.026038,            0.020494,           0.0022216,             0.97217,             0.54792,             0.69242,             0.43319,            0.030193,            0.015202,           0.0051575,            0.008911,            0.008911,            0.008911
                 332,            0.026018,            0.019646,           0.0022592,             0.74831,             0.61422,             0.65266,              0.4025,            0.030053,            0.015398,           0.0059659,           0.0089077,           0.0089077,           0.0089077
                 333,            0.026967,            0.020991,           0.0020164,             0.78552,             0.65552,             0.69762,             0.42771,                0.03,            0.015446,           0.0054405,           0.0089044,           0.0089044,           0.0089044
                 334,            0.026464,            0.019573,           0.0022886,             0.78935,             0.66094,             0.70749,              0.4311,            0.030127,            0.015416,           0.0055321,           0.0089011,           0.0089011,           0.0089011
                 335,             0.02643,            0.019052,           0.0021495,             0.73539,             0.64326,             0.69983,             0.42502,            0.029808,            0.015003,           0.0060148,           0.0088978,           0.0088978,           0.0088978
                 336,            0.026234,            0.019926,           0.0020652,             0.86177,             0.58941,              0.7106,             0.44016,            0.029618,              0.0151,           0.0062363,           0.0088945,           0.0088945,           0.0088945
                 337,            0.025678,            0.018371,           0.0020718,             0.70188,             0.68454,              0.6974,             0.42621,            0.029654,            0.015325,            0.006757,           0.0088912,           0.0088912,           0.0088912
                 338,            0.025585,            0.018885,           0.0022346,             0.72196,             0.66139,             0.68407,             0.42843,            0.029831,            0.015184,           0.0056104,           0.0088879,           0.0088879,           0.0088879
                 339,             0.02696,            0.019833,           0.0021937,             0.81101,              0.6121,              0.7055,             0.42809,            0.030076,             0.01489,           0.0055095,           0.0088846,           0.0088846,           0.0088846
                 340,            0.025667,            0.019331,           0.0016944,             0.77668,             0.60291,             0.64304,             0.40407,            0.030044,            0.014948,           0.0067749,           0.0088813,           0.0088813,           0.0088813
                 341,              0.0253,            0.019191,           0.0020312,             0.69995,             0.67811,             0.68998,             0.42933,            0.029637,            0.014777,           0.0055843,            0.008878,            0.008878,            0.008878
                 342,            0.026515,            0.018852,           0.0021684,             0.66354,             0.71923,             0.68732,             0.43078,            0.029618,            0.014943,           0.0059965,           0.0088747,           0.0088747,           0.0088747
                 343,            0.025497,            0.020125,           0.0021365,             0.79325,              0.6604,             0.71688,             0.44592,            0.029618,            0.014968,           0.0058159,           0.0088714,           0.0088714,           0.0088714
                 344,            0.025306,            0.018778,           0.0015786,             0.71449,             0.69134,             0.69673,              0.4266,            0.029588,            0.014788,           0.0056619,           0.0088681,           0.0088681,           0.0088681
                 345,            0.025788,            0.018983,           0.0018267,             0.78922,             0.58474,             0.66404,             0.40948,            0.030032,            0.015037,           0.0056109,           0.0088648,           0.0088648,           0.0088648
                 346,            0.025878,            0.018768,           0.0019832,             0.63444,             0.66972,             0.65872,             0.40088,            0.029665,            0.015137,           0.0058161,           0.0088615,           0.0088615,           0.0088615
                 347,            0.027359,            0.020383,           0.0025128,             0.68978,             0.63804,             0.68229,             0.42524,            0.029921,             0.01514,           0.0056976,           0.0088582,           0.0088582,           0.0088582
                 348,            0.025528,            0.019059,           0.0022241,             0.73423,             0.70066,             0.72453,             0.45391,            0.029918,             0.01509,           0.0048997,           0.0088549,           0.0088549,           0.0088549
                 349,            0.025818,            0.018839,           0.0019062,             0.78704,             0.66836,             0.70722,             0.43965,            0.029868,            0.015293,           0.0050872,           0.0088516,           0.0088516,           0.0088516
                 350,            0.025573,            0.018975,           0.0018724,             0.80255,             0.65222,             0.71449,             0.44944,             0.02996,            0.015414,           0.0055308,           0.0088483,           0.0088483,           0.0088483
                 351,            0.024909,            0.017855,           0.0019658,             0.85129,             0.65316,              0.7456,             0.45737,             0.02949,            0.015206,            0.005492,            0.008845,            0.008845,            0.008845
                 352,            0.025266,            0.019937,           0.0018409,             0.73685,             0.69156,             0.73086,             0.44802,            0.029313,            0.014903,           0.0052721,           0.0088417,           0.0088417,           0.0088417
                 353,            0.025659,            0.019187,           0.0020774,              0.6805,             0.69178,             0.70823,             0.43422,            0.029517,            0.014901,            0.005983,           0.0088384,           0.0088384,           0.0088384
                 354,            0.026962,            0.021542,           0.0019646,             0.79656,              0.6993,             0.75584,             0.45841,              0.0292,            0.014787,           0.0050081,           0.0088351,           0.0088351,           0.0088351
                 355,            0.025064,            0.018451,           0.0022261,             0.73336,             0.67231,             0.70635,             0.43002,            0.029425,            0.015177,           0.0057284,           0.0088318,           0.0088318,           0.0088318
                 356,            0.026085,            0.019985,           0.0021639,             0.72966,             0.59581,             0.65792,             0.41182,            0.029528,             0.01531,           0.0063631,           0.0088285,           0.0088285,           0.0088285
                 357,            0.025664,            0.019376,           0.0022211,             0.77081,             0.60135,             0.67966,             0.42268,            0.029406,            0.015235,           0.0060323,           0.0088252,           0.0088252,           0.0088252
                 358,            0.025793,            0.019166,            0.001502,             0.81441,             0.60003,             0.66843,             0.40887,            0.029448,            0.014908,           0.0056795,           0.0088219,           0.0088219,           0.0088219
                 359,            0.025181,            0.018948,           0.0020693,             0.81429,             0.59957,             0.67546,             0.40968,            0.029554,            0.014811,           0.0059848,           0.0088186,           0.0088186,           0.0088186
                 360,            0.025511,            0.020033,           0.0021213,             0.72248,             0.59868,             0.66383,              0.4084,            0.029754,            0.014824,           0.0064609,           0.0088153,           0.0088153,           0.0088153
                 361,            0.024379,            0.018616,           0.0020122,             0.79758,             0.58384,             0.68106,             0.41565,            0.029635,            0.014997,           0.0056002,            0.008812,            0.008812,            0.008812
                 362,            0.025496,            0.019286,           0.0017923,             0.76256,             0.58693,             0.67725,             0.41107,             0.02955,            0.015021,           0.0057457,           0.0088087,           0.0088087,           0.0088087
                 363,            0.024069,            0.018426,           0.0018534,             0.78185,             0.59833,             0.66967,             0.41047,            0.029667,            0.014879,           0.0058143,           0.0088054,           0.0088054,           0.0088054
                 364,            0.026201,            0.019108,           0.0020664,             0.75332,              0.6291,             0.68409,              0.4268,            0.029265,            0.015259,           0.0057552,           0.0088021,           0.0088021,           0.0088021
                 365,            0.025473,            0.018549,           0.0023133,              0.6508,             0.68481,             0.64475,             0.39672,            0.029693,            0.015164,           0.0073208,           0.0087988,           0.0087988,           0.0087988
                 366,            0.026601,            0.019313,           0.0021827,             0.81559,             0.63625,             0.69523,             0.43302,            0.029833,            0.014836,           0.0057864,           0.0087955,           0.0087955,           0.0087955
                 367,            0.024934,            0.018209,           0.0020099,             0.79093,             0.60907,              0.6857,              0.4256,              0.0292,            0.014851,           0.0056001,           0.0087922,           0.0087922,           0.0087922
                 368,            0.025638,              0.0195,           0.0022538,             0.76126,             0.63775,             0.67684,             0.41542,            0.029366,             0.01508,            0.005844,           0.0087889,           0.0087889,           0.0087889
                 369,            0.024958,            0.018884,           0.0018257,             0.85009,             0.56291,              0.6479,             0.40903,            0.029527,            0.015143,           0.0063109,           0.0087856,           0.0087856,           0.0087856
                 370,            0.025335,            0.018989,            0.001856,             0.70451,             0.60666,             0.65368,             0.39975,            0.029519,            0.015009,           0.0064532,           0.0087823,           0.0087823,           0.0087823
                 371,            0.025417,            0.019566,           0.0020209,             0.79905,             0.59295,             0.65748,             0.40225,            0.029348,            0.015162,           0.0066303,            0.008779,            0.008779,            0.008779
                 372,            0.025905,            0.019139,           0.0019379,             0.94245,             0.60798,             0.71244,             0.43937,            0.029555,            0.014785,           0.0055199,           0.0087757,           0.0087757,           0.0087757
                 373,            0.025043,            0.018679,           0.0020206,             0.76293,             0.65722,             0.69621,             0.43455,            0.029933,            0.014968,           0.0057733,           0.0087724,           0.0087724,           0.0087724
                 374,            0.024951,             0.01844,           0.0019414,             0.72629,             0.64146,             0.68053,             0.42817,            0.029458,            0.014962,           0.0057538,           0.0087691,           0.0087691,           0.0087691
                 375,            0.024785,            0.018529,           0.0019251,             0.69951,             0.63814,             0.66462,             0.41712,            0.029169,            0.014762,           0.0057859,           0.0087658,           0.0087658,           0.0087658
                 376,            0.025126,            0.019332,           0.0019743,             0.82786,              0.6255,              0.7037,             0.44288,            0.029528,            0.014827,           0.0054835,           0.0087625,           0.0087625,           0.0087625
                 377,            0.024873,            0.019333,           0.0021291,             0.81503,             0.63749,             0.69653,             0.43659,            0.029353,            0.014988,           0.0053947,           0.0087592,           0.0087592,           0.0087592
                 378,            0.026272,            0.019547,           0.0018512,             0.76577,              0.6606,             0.70741,             0.42704,            0.029491,            0.015007,           0.0057808,           0.0087559,           0.0087559,           0.0087559
                 379,            0.025443,            0.019807,           0.0018785,             0.73352,             0.64611,             0.68408,             0.41489,             0.02971,             0.01515,           0.0058001,           0.0087526,           0.0087526,           0.0087526
                 380,            0.025422,            0.019875,           0.0016445,             0.79061,             0.56282,             0.64527,             0.39288,            0.029682,            0.015066,           0.0063367,           0.0087493,           0.0087493,           0.0087493
                 381,            0.024999,            0.019846,           0.0019181,              0.8162,             0.55609,             0.64731,             0.39311,            0.029492,            0.014827,           0.0063376,            0.008746,            0.008746,            0.008746
                 382,            0.024994,              0.0184,           0.0015892,             0.79803,             0.56383,             0.64963,             0.40546,            0.029145,             0.01486,           0.0061291,           0.0087427,           0.0087427,           0.0087427
                 383,            0.025258,            0.019217,            0.001832,             0.69595,             0.61174,             0.65268,             0.40689,            0.029219,             0.01494,           0.0059378,           0.0087394,           0.0087394,           0.0087394
                 384,            0.025115,            0.019652,           0.0019789,             0.71222,             0.66751,             0.67723,             0.42123,            0.029388,            0.014897,           0.0057851,           0.0087361,           0.0087361,           0.0087361
                 385,             0.02469,            0.018329,           0.0019901,             0.71015,             0.64481,             0.66615,             0.40933,            0.029386,            0.014978,           0.0055961,           0.0087328,           0.0087328,           0.0087328
                 386,            0.025382,            0.019305,           0.0016666,             0.83714,             0.62741,             0.70488,              0.4272,            0.029215,            0.015042,           0.0051167,           0.0087295,           0.0087295,           0.0087295
                 387,            0.025628,            0.018839,           0.0019172,             0.85449,             0.54614,             0.66369,              0.4149,            0.029171,             0.01483,           0.0054709,           0.0087262,           0.0087262,           0.0087262
                 388,            0.025084,            0.018758,           0.0018286,             0.77987,             0.65018,             0.68807,              0.4179,            0.029158,            0.014807,           0.0054615,           0.0087229,           0.0087229,           0.0087229
                 389,            0.023578,            0.018032,           0.0019284,             0.80589,             0.63305,             0.67791,             0.42065,            0.029471,            0.014915,           0.0061245,           0.0087196,           0.0087196,           0.0087196
                 390,            0.024874,            0.018589,           0.0016632,             0.80987,             0.60535,             0.68319,             0.43247,            0.029706,            0.014832,           0.0058912,           0.0087163,           0.0087163,           0.0087163
                 391,            0.025019,            0.018305,           0.0018659,             0.72114,              0.5912,             0.63072,             0.39321,            0.029949,            0.015118,           0.0064765,            0.008713,            0.008713,            0.008713
                 392,            0.024581,            0.018946,           0.0017306,             0.72155,             0.60604,             0.66718,             0.40942,            0.029682,            0.015066,           0.0062637,           0.0087097,           0.0087097,           0.0087097
                 393,            0.024535,            0.019656,           0.0020877,             0.83526,             0.58922,             0.70935,             0.42798,            0.029801,            0.015138,           0.0056311,           0.0087064,           0.0087064,           0.0087064
                 394,              0.0247,            0.018421,            0.001646,             0.73717,              0.6289,             0.67875,             0.41896,            0.029585,             0.01521,           0.0056929,           0.0087031,           0.0087031,           0.0087031
                 395,            0.024617,            0.019162,           0.0017938,             0.67828,             0.68882,              0.6834,             0.43017,            0.029353,            0.015162,            0.005439,           0.0086998,           0.0086998,           0.0086998
                 396,            0.025627,            0.020176,           0.0017085,             0.73574,             0.60284,             0.66848,             0.41634,            0.029369,            0.015186,           0.0059013,           0.0086965,           0.0086965,           0.0086965
                 397,            0.024441,             0.01917,           0.0019364,             0.70439,             0.61745,             0.66464,             0.40929,            0.029448,              0.0151,           0.0060345,           0.0086932,           0.0086932,           0.0086932
                 398,            0.025252,            0.018166,           0.0018819,             0.69278,             0.67356,              0.6765,              0.4124,            0.029671,            0.015054,           0.0057508,           0.0086899,           0.0086899,           0.0086899
                 399,             0.02428,            0.018859,           0.0018813,             0.73295,             0.58355,             0.65767,             0.40981,            0.029306,            0.014743,           0.0067078,           0.0086866,           0.0086866,           0.0086866
                 400,            0.024326,            0.019295,           0.0017821,             0.83758,             0.55001,             0.64542,             0.40216,            0.029525,            0.014669,           0.0068774,           0.0086833,           0.0086833,           0.0086833
                 401,             0.02494,            0.019614,            0.001865,             0.82405,             0.59794,             0.68072,             0.41804,            0.029433,            0.014645,            0.006035,             0.00868,             0.00868,             0.00868
                 402,            0.024838,            0.017608,           0.0019269,             0.77862,             0.58394,             0.68143,             0.42794,            0.029261,             0.01494,           0.0060961,           0.0086767,           0.0086767,           0.0086767
                 403,             0.02442,            0.018712,           0.0017345,             0.70586,             0.65213,             0.66716,             0.41858,            0.029447,            0.015026,           0.0064606,           0.0086734,           0.0086734,           0.0086734
                 404,            0.025319,            0.019045,           0.0019929,             0.74059,             0.59268,             0.65732,             0.40364,             0.02938,             0.01521,           0.0067317,           0.0086701,           0.0086701,           0.0086701
                 405,            0.024115,            0.018448,           0.0019389,             0.63177,             0.66631,               0.646,              0.4043,            0.029627,            0.015165,           0.0074701,           0.0086668,           0.0086668,           0.0086668
                 406,            0.025619,            0.018621,            0.001772,             0.84704,             0.52972,             0.64987,             0.40665,            0.029631,            0.015365,           0.0069289,           0.0086635,           0.0086635,           0.0086635
                 407,            0.025207,            0.019018,           0.0016845,             0.94261,             0.58093,             0.67982,             0.42661,            0.029366,            0.015223,           0.0063331,           0.0086602,           0.0086602,           0.0086602
                 408,            0.025135,            0.018636,           0.0020643,             0.81595,             0.62921,             0.69116,             0.43566,            0.029584,            0.015103,           0.0065198,           0.0086569,           0.0086569,           0.0086569
                 409,            0.024361,            0.018608,           0.0019699,             0.85785,             0.59815,             0.67929,             0.42569,            0.029448,            0.015353,           0.0066946,           0.0086536,           0.0086536,           0.0086536
                 410,            0.024455,            0.018762,           0.0019834,             0.87606,             0.60559,             0.66348,             0.40835,            0.029261,            0.015353,           0.0067527,           0.0086503,           0.0086503,           0.0086503
                 411,            0.024109,            0.018035,           0.0017211,             0.88111,             0.59826,             0.68406,             0.41415,            0.029391,            0.015125,           0.0061919,            0.008647,            0.008647,            0.008647
                 412,            0.025566,            0.018928,           0.0019909,             0.82601,             0.59694,             0.68798,              0.4226,            0.029376,            0.014948,           0.0061112,           0.0086437,           0.0086437,           0.0086437
                 413,            0.024032,            0.018853,           0.0023347,             0.74898,             0.61955,             0.66717,             0.41825,            0.029234,            0.015179,           0.0057437,           0.0086404,           0.0086404,           0.0086404
                 414,            0.025231,            0.017471,           0.0019871,             0.79902,             0.60946,             0.66435,             0.41652,            0.029594,            0.015232,           0.0058466,           0.0086371,           0.0086371,           0.0086371
                 415,            0.024342,            0.018626,           0.0019781,             0.77171,             0.59434,             0.63992,             0.40139,            0.029772,            0.015333,           0.0059673,           0.0086338,           0.0086338,           0.0086338
                 416,            0.025493,            0.018967,           0.0017128,             0.81654,             0.59824,              0.6659,             0.42145,             0.02927,            0.015059,           0.0059869,           0.0086305,           0.0086305,           0.0086305
                 417,            0.024407,            0.018082,           0.0018967,             0.90426,             0.60919,             0.71438,             0.45199,            0.029475,             0.01496,           0.0058895,           0.0086272,           0.0086272,           0.0086272
                 418,            0.025474,            0.018829,           0.0018824,             0.84112,             0.59228,             0.67473,             0.42446,            0.029693,            0.015283,            0.005819,           0.0086239,           0.0086239,           0.0086239
                 419,            0.024316,            0.017924,           0.0019524,             0.77869,             0.60201,             0.67697,             0.42227,             0.02962,            0.015259,           0.0058297,           0.0086206,           0.0086206,           0.0086206
                 420,            0.024285,            0.018003,           0.0016719,             0.81282,             0.57601,             0.67789,             0.43222,             0.02965,             0.01532,           0.0056998,           0.0086173,           0.0086173,           0.0086173
                 421,            0.024042,            0.018554,           0.0014202,             0.90197,             0.57827,              0.6656,             0.42191,            0.029526,            0.015226,           0.0056058,            0.008614,            0.008614,            0.008614
                 422,            0.023952,            0.018621,           0.0017934,             0.76556,             0.59276,             0.65548,             0.41366,            0.029428,            0.015074,           0.0065218,           0.0086107,           0.0086107,           0.0086107
                 423,             0.02422,            0.017583,           0.0014756,             0.81903,             0.61739,             0.68353,             0.42216,            0.029485,            0.015146,           0.0058381,           0.0086074,           0.0086074,           0.0086074
                 424,            0.025119,            0.018884,           0.0018112,             0.84604,              0.6399,             0.70131,             0.43399,            0.029341,            0.014899,            0.005551,           0.0086041,           0.0086041,           0.0086041
                 425,            0.024313,            0.017485,           0.0022166,             0.90841,             0.58486,             0.69457,             0.43486,            0.029438,            0.014941,            0.005763,           0.0086008,           0.0086008,           0.0086008
                 426,            0.023632,            0.018069,           0.0018254,             0.81173,             0.61175,             0.68179,             0.42927,            0.029514,            0.015031,            0.006152,           0.0085975,           0.0085975,           0.0085975
                 427,             0.02414,            0.017971,           0.0018862,             0.76819,             0.59522,             0.65794,             0.40717,            0.029443,            0.015189,           0.0063396,           0.0085942,           0.0085942,           0.0085942
                 428,            0.023666,            0.018263,           0.0016589,             0.79425,             0.60374,             0.68099,             0.41793,            0.029607,            0.014899,           0.0058552,           0.0085909,           0.0085909,           0.0085909
                 429,            0.024406,            0.018793,           0.0019308,             0.88583,              0.5475,             0.64983,             0.40346,            0.029599,            0.015035,           0.0062499,           0.0085876,           0.0085876,           0.0085876
                 430,            0.024154,            0.018158,           0.0017762,             0.78966,             0.58673,             0.66158,             0.41159,            0.029466,            0.014981,           0.0060986,           0.0085843,           0.0085843,           0.0085843
                 431,            0.024015,            0.017794,            0.001917,             0.82373,             0.59524,             0.68388,             0.42108,            0.029415,            0.015237,           0.0062695,            0.008581,            0.008581,            0.008581
                 432,            0.024402,            0.019584,           0.0020248,             0.75305,             0.54378,              0.6209,             0.38552,            0.029621,             0.01551,           0.0076142,           0.0085777,           0.0085777,           0.0085777
                 433,            0.024762,            0.018329,           0.0017019,             0.78994,             0.56487,             0.64003,             0.40963,            0.029177,            0.015534,           0.0064267,           0.0085744,           0.0085744,           0.0085744
                 434,            0.025267,            0.019343,           0.0018009,             0.72065,             0.65799,             0.67272,             0.42251,            0.029079,            0.015111,           0.0060219,           0.0085711,           0.0085711,           0.0085711
                 435,            0.024532,             0.01892,            0.001706,             0.88906,             0.59149,             0.69915,             0.43435,            0.029369,            0.015333,           0.0054962,           0.0085678,           0.0085678,           0.0085678
                 436,            0.023992,            0.019195,            0.001775,             0.79059,             0.61033,             0.68104,             0.42076,             0.02981,            0.015217,           0.0057139,           0.0085645,           0.0085645,           0.0085645
                 437,            0.023669,             0.01875,           0.0019341,             0.79217,             0.58357,             0.65882,             0.40594,            0.029715,            0.015169,           0.0057444,           0.0085612,           0.0085612,           0.0085612
                 438,            0.023969,            0.018488,           0.0013689,             0.77826,             0.59085,             0.65868,             0.40819,            0.029692,            0.015362,           0.0057946,           0.0085579,           0.0085579,           0.0085579
                 439,            0.024374,             0.01837,           0.0014736,             0.85294,             0.60812,             0.68326,             0.42502,            0.029607,            0.015246,            0.005885,           0.0085546,           0.0085546,           0.0085546
                 440,            0.025457,             0.01797,           0.0014945,             0.92735,             0.59494,             0.70592,             0.42809,            0.029617,            0.015299,           0.0058378,           0.0085513,           0.0085513,           0.0085513
                 441,            0.022896,            0.017126,           0.0016548,             0.76827,             0.61336,             0.67497,             0.41193,            0.029149,            0.015143,           0.0061448,            0.008548,            0.008548,            0.008548
                 442,            0.024171,            0.018965,           0.0013724,             0.74862,              0.6245,             0.66779,             0.41318,            0.029068,            0.015328,           0.0066391,           0.0085447,           0.0085447,           0.0085447
                 443,              0.0243,            0.018051,           0.0016145,             0.71908,             0.62577,             0.66781,             0.40766,            0.029071,            0.015352,           0.0056835,           0.0085414,           0.0085414,           0.0085414
                 444,             0.02344,            0.017761,           0.0016199,             0.71434,             0.67035,              0.6999,             0.43019,            0.029299,            0.015335,           0.0052124,           0.0085381,           0.0085381,           0.0085381
                 445,            0.023366,            0.017516,           0.0018275,             0.80663,             0.60251,             0.69034,             0.42724,            0.029558,            0.015442,           0.0053949,           0.0085348,           0.0085348,           0.0085348
                 446,            0.024895,            0.018309,            0.001435,             0.72058,              0.5848,              0.6563,             0.41037,            0.029427,            0.015758,           0.0059619,           0.0085315,           0.0085315,           0.0085315
